央视频道,#genre#
晋中新闻频道,http://yp.qqqtv.top/1/api.php?id=%E6%99%8B%E4%B8%AD%E6%96%B0%E9%97%BB%E9%A2%91%E9%81%93&auth=666858
晋中公共频道,http://yp.qqqtv.top/1/api.php?id=%E6%99%8B%E4%B8%AD%E5%85%AC%E5%85%B1%E9%A2%91%E9%81%93&auth=666858
长治新闻综合,http://yp.qqqtv.top/1/api.php?id=%E9%95%BF%E6%B2%BB%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
长治公共少儿,http://yp.qqqtv.top/1/api.php?id=%E9%95%BF%E6%B2%BB%E5%85%AC%E5%85%B1%E5%B0%91%E5%84%BF&auth=666858
长治科教法制,http://yp.qqqtv.top/1/api.php?id=%E9%95%BF%E6%B2%BB%E7%A7%91%E6%95%99%E6%B3%95%E5%88%B6&auth=666858
汾阳综合,http://yp.qqqtv.top/1/api.php?id=%E6%B1%BE%E9%98%B3%E7%BB%BC%E5%90%88&auth=666858
交口综合,http://yp.qqqtv.top/1/api.php?id=%E4%BA%A4%E5%8F%A3%E7%BB%BC%E5%90%88&auth=666858
岚县综合,http://yp.qqqtv.top/1/api.php?id=%E5%B2%9A%E5%8E%BF%E7%BB%BC%E5%90%88&auth=666858
柳林综合,http://yp.qqqtv.top/1/api.php?id=%E6%9F%B3%E6%9E%97%E7%BB%BC%E5%90%88&auth=666858
离石综合频道,http://yp.qqqtv.top/1/api.php?id=%E7%A6%BB%E7%9F%B3%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
文水新闻综合,http://yp.qqqtv.top/1/api.php?id=%E6%96%87%E6%B0%B4%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
兴县综合频道,http://yp.qqqtv.top/1/api.php?id=%E5%85%B4%E5%8E%BF%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
孝义新闻综合,http://yp.qqqtv.top/1/api.php?id=%E5%AD%9D%E4%B9%89%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
中阳新闻综合,http://yp.qqqtv.top/1/api.php?id=%E4%B8%AD%E9%98%B3%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
壶关电视台,http://yp.qqqtv.top/1/api.php?id=%E5%A3%B6%E5%85%B3%E7%94%B5%E8%A7%86%E5%8F%B0&auth=666858
黎城综合频道,http://yp.qqqtv.top/1/api.php?id=%E9%BB%8E%E5%9F%8E%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
平顺综合,http://yp.qqqtv.top/1/api.php?id=%E5%B9%B3%E9%A1%BA%E7%BB%BC%E5%90%88&auth=666858
沁县新闻综合,http://yp.qqqtv.top/1/api.php?id=%E6%B2%81%E5%8E%BF%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
上党区电视台,http://yp.qqqtv.top/1/api.php?id=%E4%B8%8A%E5%85%9A%E5%8C%BA%E7%94%B5%E8%A7%86%E5%8F%B0&auth=666858
屯留综合频道,http://yp.qqqtv.top/1/api.php?id=%E5%B1%AF%E7%95%99%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
武乡新闻综合,http://yp.qqqtv.top/1/api.php?id=%E6%AD%A6%E4%B9%A1%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
长子综合频道,http://yp.qqqtv.top/1/api.php?id=%E9%95%BF%E5%AD%90%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
古交综合,http://yp.qqqtv.top/1/api.php?id=%E5%8F%A4%E4%BA%A4%E7%BB%BC%E5%90%88&auth=666858
娄烦综合,http://yp.qqqtv.top/1/api.php?id=%E5%A8%84%E7%83%A6%E7%BB%BC%E5%90%88&auth=666858
阳曲综合,http://yp.qqqtv.top/1/api.php?id=%E9%98%B3%E6%9B%B2%E7%BB%BC%E5%90%88&auth=666858
怀仁综合频道,http://yp.qqqtv.top/1/api.php?id=%E6%80%80%E4%BB%81%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
平鲁综合频道,http://yp.qqqtv.top/1/api.php?id=%E5%B9%B3%E9%B2%81%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
山阴综合频道,http://yp.qqqtv.top/1/api.php?id=%E5%B1%B1%E9%98%B4%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
应县综合频道,http://yp.qqqtv.top/1/api.php?id=%E5%BA%94%E5%8E%BF%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
潞城新闻综合,http://yp.qqqtv.top/1/api.php?id=%E6%BD%9E%E5%9F%8E%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
平遥新闻综合,http://yp.qqqtv.top/1/api.php?id=%E5%B9%B3%E9%81%A5%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
安泽综合,http://yp.qqqtv.top/1/api.php?id=%E5%AE%89%E6%B3%BD%E7%BB%BC%E5%90%88&auth=666858
大宁综合,http://yp.qqqtv.top/1/api.php?id=%E5%A4%A7%E5%AE%81%E7%BB%BC%E5%90%88&auth=666858
汾西综合,http://yp.qqqtv.top/1/api.php?id=%E6%B1%BE%E8%A5%BF%E7%BB%BC%E5%90%88&auth=666858
古县综合,http://yp.qqqtv.top/1/api.php?id=%E5%8F%A4%E5%8E%BF%E7%BB%BC%E5%90%88&auth=666858
霍州综合,http://yp.qqqtv.top/1/api.php?id=%E9%9C%8D%E5%B7%9E%E7%BB%BC%E5%90%88&auth=666858
吉县新闻综合,http://yp.qqqtv.top/1/api.php?id=%E5%90%89%E5%8E%BF%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
襄汾综合,http://yp.qqqtv.top/1/api.php?id=%E8%A5%84%E6%B1%BE%E7%BB%BC%E5%90%88&auth=666858
乡宁新闻综合,http://yp.qqqtv.top/1/api.php?id=%E4%B9%A1%E5%AE%81%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
隰县新闻综合,http://yp.qqqtv.top/1/api.php?id=%E9%9A%B0%E5%8E%BF%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
翼城综合,http://yp.qqqtv.top/1/api.php?id=%E7%BF%BC%E5%9F%8E%E7%BB%BC%E5%90%88&auth=666858
介休新闻频道,http://yp.qqqtv.top/1/api.php?id=%E4%BB%8B%E4%BC%91%E6%96%B0%E9%97%BB%E9%A2%91%E9%81%93&auth=666858
灵石新闻综合,http://yp.qqqtv.top/1/api.php?id=%E7%81%B5%E7%9F%B3%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
寿阳综合频道,http://yp.qqqtv.top/1/api.php?id=%E5%AF%BF%E9%98%B3%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
太谷新闻综合,http://yp.qqqtv.top/1/api.php?id=%E5%A4%AA%E8%B0%B7%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
榆社新闻频道,http://yp.qqqtv.top/1/api.php?id=%E6%A6%86%E7%A4%BE%E6%96%B0%E9%97%BB%E9%A2%91%E9%81%93&auth=666858
绛县综合频道,http://yp.qqqtv.top/1/api.php?id=%E7%BB%9B%E5%8E%BF%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
临猗综合频道,http://yp.qqqtv.top/1/api.php?id=%E4%B8%B4%E7%8C%97%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
万荣综合频道,http://yp.qqqtv.top/1/api.php?id=%E4%B8%87%E8%8D%A3%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
闻喜综合频道,http://yp.qqqtv.top/1/api.php?id=%E9%97%BB%E5%96%9C%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
垣曲综合频道,http://yp.qqqtv.top/1/api.php?id=%E5%9E%A3%E6%9B%B2%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
盂县综合频道,http://yp.qqqtv.top/1/api.php?id=%E7%9B%82%E5%8E%BF%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
保德综合,http://yp.qqqtv.top/1/api.php?id=%E4%BF%9D%E5%BE%B7%E7%BB%BC%E5%90%88&auth=666858
定襄综合,http://yp.qqqtv.top/1/api.php?id=%E5%AE%9A%E8%A5%84%E7%BB%BC%E5%90%88&auth=666858
代县综合,http://yp.qqqtv.top/1/api.php?id=%E4%BB%A3%E5%8E%BF%E7%BB%BC%E5%90%88&auth=666858
繁峙综合,http://yp.qqqtv.top/1/api.php?id=%E7%B9%81%E5%B3%99%E7%BB%BC%E5%90%88&auth=666858
静乐综合,http://yp.qqqtv.top/1/api.php?id=%E9%9D%99%E4%B9%90%E7%BB%BC%E5%90%88&auth=666858
宁武综合,http://yp.qqqtv.top/1/api.php?id=%E5%AE%81%E6%AD%A6%E7%BB%BC%E5%90%88&auth=666858
五台综合,http://yp.qqqtv.top/1/api.php?id=%E4%BA%94%E5%8F%B0%E7%BB%BC%E5%90%88&auth=666858
五寨综合,http://yp.qqqtv.top/1/api.php?id=%E4%BA%94%E5%AF%A8%E7%BB%BC%E5%90%88&auth=666858
原平综合,http://yp.qqqtv.top/1/api.php?id=%E5%8E%9F%E5%B9%B3%E7%BB%BC%E5%90%88&auth=666858
高平综合频道,http://yp.qqqtv.top/1/api.php?id=%E9%AB%98%E5%B9%B3%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
沁水综合,http://yp.qqqtv.top/1/api.php?id=%E6%B2%81%E6%B0%B4%E7%BB%BC%E5%90%88&auth=666858
灵丘电视台,http://yp.qqqtv.top/1/api.php?id=%E7%81%B5%E4%B8%98%E7%94%B5%E8%A7%86%E5%8F%B0&auth=666858
左云电视台,http://yp.qqqtv.top/1/api.php?id=%E5%B7%A6%E4%BA%91%E7%94%B5%E8%A7%86%E5%8F%B0&auth=666858
霍州煤电电视台,http://yp.qqqtv.top/1/api.php?id=%E9%9C%8D%E5%B7%9E%E7%85%A4%E7%94%B5%E7%94%B5%E8%A7%86%E5%8F%B0&auth=666858
四川经济频道,http://yp.qqqtv.top/1/api.php?id=%E5%9B%9B%E5%B7%9D%E7%BB%8F%E6%B5%8E%E9%A2%91%E9%81%93&auth=666858
四川文化旅游,http://yp.qqqtv.top/1/api.php?id=%E5%9B%9B%E5%B7%9D%E6%96%87%E5%8C%96%E6%97%85%E6%B8%B8&auth=666858
四川新闻频道,http://yp.qqqtv.top/1/api.php?id=%E5%9B%9B%E5%B7%9D%E6%96%B0%E9%97%BB%E9%A2%91%E9%81%93&auth=666858
四川影视文艺,http://yp.qqqtv.top/1/api.php?id=%E5%9B%9B%E5%B7%9D%E5%BD%B1%E8%A7%86%E6%96%87%E8%89%BA&auth=666858
四川星空购物,http://yp.qqqtv.top/1/api.php?id=%E5%9B%9B%E5%B7%9D%E6%98%9F%E7%A9%BA%E8%B4%AD%E7%89%A9&auth=666858
四川科教频道,http://yp.qqqtv.top/1/api.php?id=%E5%9B%9B%E5%B7%9D%E7%A7%91%E6%95%99%E9%A2%91%E9%81%93&auth=666858
四川乡村,http://yp.qqqtv.top/1/api.php?id=%E5%9B%9B%E5%B7%9D%E4%B9%A1%E6%9D%91&auth=666858
四川峨眉电影,http://yp.qqqtv.top/1/api.php?id=%E5%9B%9B%E5%B7%9D%E5%B3%A8%E7%9C%89%E7%94%B5%E5%BD%B1&auth=666858
成都新闻综合,http://yp.qqqtv.top/1/api.php?id=%E6%88%90%E9%83%BD%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
绵阳新闻综合,http://yp.qqqtv.top/1/api.php?id=%E7%BB%B5%E9%98%B3%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
绵阳科教生活,http://yp.qqqtv.top/1/api.php?id=%E7%BB%B5%E9%98%B3%E7%A7%91%E6%95%99%E7%94%9F%E6%B4%BB&auth=666858
南充综合频道,http://yp.qqqtv.top/1/api.php?id=%E5%8D%97%E5%85%85%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
南充科教生活,http://yp.qqqtv.top/1/api.php?id=%E5%8D%97%E5%85%85%E7%A7%91%E6%95%99%E7%94%9F%E6%B4%BB&auth=666858
乐山新闻综合,http://yp.qqqtv.top/1/api.php?id=%E4%B9%90%E5%B1%B1%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
乐山文旅生活,http://yp.qqqtv.top/1/api.php?id=%E4%B9%90%E5%B1%B1%E6%96%87%E6%97%85%E7%94%9F%E6%B4%BB&auth=666858
乐山i乐山,http://yp.qqqtv.top/1/api.php?id=%E4%B9%90%E5%B1%B1i%E4%B9%90%E5%B1%B1&auth=666858
广安新闻综合,http://yp.qqqtv.top/1/api.php?id=%E5%B9%BF%E5%AE%89%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
广安文旅乡村,http://yp.qqqtv.top/1/api.php?id=%E5%B9%BF%E5%AE%89%E6%96%87%E6%97%85%E4%B9%A1%E6%9D%91&auth=666858
遂宁新闻综合,http://yp.qqqtv.top/1/api.php?id=%E9%81%82%E5%AE%81%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
遂宁文化生活,http://yp.qqqtv.top/1/api.php?id=%E9%81%82%E5%AE%81%E6%96%87%E5%8C%96%E7%94%9F%E6%B4%BB&auth=666858
雅安新闻综合,http://yp.qqqtv.top/1/api.php?id=%E9%9B%85%E5%AE%89%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
雅安文化生活,http://yp.qqqtv.top/1/api.php?id=%E9%9B%85%E5%AE%89%E6%96%87%E5%8C%96%E7%94%9F%E6%B4%BB&auth=666858
雅安雨城频道,http://yp.qqqtv.top/1/api.php?id=%E9%9B%85%E5%AE%89%E9%9B%A8%E5%9F%8E%E9%A2%91%E9%81%93&auth=666858
广元综合频道,http://yp.qqqtv.top/1/api.php?id=%E5%B9%BF%E5%85%83%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
广元文化生活,http://yp.qqqtv.top/1/api.php?id=%E5%B9%BF%E5%85%83%E6%96%87%E5%8C%96%E7%94%9F%E6%B4%BB&auth=666858
达州新闻综合,http://yp.qqqtv.top/1/api.php?id=%E8%BE%BE%E5%B7%9E%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
达州文化生活,http://yp.qqqtv.top/1/api.php?id=%E8%BE%BE%E5%B7%9E%E6%96%87%E5%8C%96%E7%94%9F%E6%B4%BB&auth=666858
达州通川频道,http://yp.qqqtv.top/1/api.php?id=%E8%BE%BE%E5%B7%9E%E9%80%9A%E5%B7%9D%E9%A2%91%E9%81%93&auth=666858
泸州新闻综合,http://yp.qqqtv.top/1/api.php?id=%E6%B3%B8%E5%B7%9E%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
泸州科教生活,http://yp.qqqtv.top/1/api.php?id=%E6%B3%B8%E5%B7%9E%E7%A7%91%E6%95%99%E7%94%9F%E6%B4%BB&auth=666858
凉山新闻综合,http://yp.qqqtv.top/1/api.php?id=%E5%87%89%E5%B1%B1%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
凉山彝语频道,http://yp.qqqtv.top/1/api.php?id=%E5%87%89%E5%B1%B1%E5%BD%9D%E8%AF%AD%E9%A2%91%E9%81%93&auth=666858
宜宾新闻综合,http://yp.qqqtv.top/1/api.php?id=%E5%AE%9C%E5%AE%BE%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
宜宾公共频道,http://yp.qqqtv.top/1/api.php?id=%E5%AE%9C%E5%AE%BE%E5%85%AC%E5%85%B1%E9%A2%91%E9%81%93&auth=666858
自贡综合频道,http://yp.qqqtv.top/1/api.php?id=%E8%87%AA%E8%B4%A1%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
自贡文化生活,http://yp.qqqtv.top/1/api.php?id=%E8%87%AA%E8%B4%A1%E6%96%87%E5%8C%96%E7%94%9F%E6%B4%BB&auth=666858
德阳新闻综合,http://yp.qqqtv.top/1/api.php?id=%E5%BE%B7%E9%98%B3%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
德阳文旅科教,http://yp.qqqtv.top/1/api.php?id=%E5%BE%B7%E9%98%B3%E6%96%87%E6%97%85%E7%A7%91%E6%95%99&auth=666858
攀枝花新闻综合,http://yp.qqqtv.top/1/api.php?id=%E6%94%80%E6%9E%9D%E8%8A%B1%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
内江综合频道,http://yp.qqqtv.top/1/api.php?id=%E5%86%85%E6%B1%9F%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
内江科教生活,http://yp.qqqtv.top/1/api.php?id=%E5%86%85%E6%B1%9F%E7%A7%91%E6%95%99%E7%94%9F%E6%B4%BB&auth=666858
眉山综合频道,http://yp.qqqtv.top/1/api.php?id=%E7%9C%89%E5%B1%B1%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
眉山文旅乡村,http://yp.qqqtv.top/1/api.php?id=%E7%9C%89%E5%B1%B1%E6%96%87%E6%97%85%E4%B9%A1%E6%9D%91&auth=666858
甘孜综合频道,http://yp.qqqtv.top/1/api.php?id=%E7%94%98%E5%AD%9C%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
巴中综合频道,http://yp.qqqtv.top/1/api.php?id=%E5%B7%B4%E4%B8%AD%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
巴中文旅生活,http://yp.qqqtv.top/1/api.php?id=%E5%B7%B4%E4%B8%AD%E6%96%87%E6%97%85%E7%94%9F%E6%B4%BB&auth=666858
资阳新闻综合,http://yp.qqqtv.top/1/api.php?id=%E8%B5%84%E9%98%B3%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
阿坝州综合频道,http://yp.qqqtv.top/1/api.php?id=%E9%98%BF%E5%9D%9D%E5%B7%9E%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
阿坝州文艺频道,http://yp.qqqtv.top/1/api.php?id=%E9%98%BF%E5%9D%9D%E5%B7%9E%E6%96%87%E8%89%BA%E9%A2%91%E9%81%93&auth=666858
崇州综合频道,http://yp.qqqtv.top/1/api.php?id=%E5%B4%87%E5%B7%9E%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
成都高新电视,http://yp.qqqtv.top/1/api.php?id=%E6%88%90%E9%83%BD%E9%AB%98%E6%96%B0%E7%94%B5%E8%A7%86&auth=666858
金堂电视台,http://yp.qqqtv.top/1/api.php?id=%E9%87%91%E5%A0%82%E7%94%B5%E8%A7%86%E5%8F%B0&auth=666858
简阳新闻综合,http://yp.qqqtv.top/1/api.php?id=%E7%AE%80%E9%98%B3%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
龙泉驿新闻综合,http://yp.qqqtv.top/1/api.php?id=%E9%BE%99%E6%B3%89%E9%A9%BF%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
郫都新闻综合,http://yp.qqqtv.top/1/api.php?id=%E9%83%AB%E9%83%BD%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
彭州综合频道,http://yp.qqqtv.top/1/api.php?id=%E5%BD%AD%E5%B7%9E%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
双流综合频道,http://yp.qqqtv.top/1/api.php?id=%E5%8F%8C%E6%B5%81%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
新都综合频道,http://yp.qqqtv.top/1/api.php?id=%E6%96%B0%E9%83%BD%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
都江堰新闻综合,http://yp.qqqtv.top/1/api.php?id=%E9%83%BD%E6%B1%9F%E5%A0%B0%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
长宁综合频道,http://yp.qqqtv.top/1/api.php?id=%E9%95%BF%E5%AE%81%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
珙县综合频道,http://yp.qqqtv.top/1/api.php?id=%E7%8F%99%E5%8E%BF%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
江安综合频道,http://yp.qqqtv.top/1/api.php?id=%E6%B1%9F%E5%AE%89%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
筠连综合频道,http://yp.qqqtv.top/1/api.php?id=%E7%AD%A0%E8%BF%9E%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
南溪综合频道,http://yp.qqqtv.top/1/api.php?id=%E5%8D%97%E6%BA%AA%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
叙州综合频道,http://yp.qqqtv.top/1/api.php?id=%E5%8F%99%E5%B7%9E%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
东兴综合频道,http://yp.qqqtv.top/1/api.php?id=%E4%B8%9C%E5%85%B4%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
隆昌新闻综合,http://yp.qqqtv.top/1/api.php?id=%E9%9A%86%E6%98%8C%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
威远新闻综合,http://yp.qqqtv.top/1/api.php?id=%E5%A8%81%E8%BF%9C%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
资中综合频道,http://yp.qqqtv.top/1/api.php?id=%E8%B5%84%E4%B8%AD%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
达川综合频道,http://yp.qqqtv.top/1/api.php?id=%E8%BE%BE%E5%B7%9D%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
大竹新闻综合,http://yp.qqqtv.top/1/api.php?id=%E5%A4%A7%E7%AB%B9%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
开江新闻综合,http://yp.qqqtv.top/1/api.php?id=%E5%BC%80%E6%B1%9F%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
渠县新闻综合,http://yp.qqqtv.top/1/api.php?id=%E6%B8%A0%E5%8E%BF%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
万源新闻综合,http://yp.qqqtv.top/1/api.php?id=%E4%B8%87%E6%BA%90%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
宣汉新闻综合,http://yp.qqqtv.top/1/api.php?id=%E5%AE%A3%E6%B1%89%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
广汉新闻综合,http://yp.qqqtv.top/1/api.php?id=%E5%B9%BF%E6%B1%89%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
旌阳综合频道,http://yp.qqqtv.top/1/api.php?id=%E6%97%8C%E9%98%B3%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
罗江新闻综合,http://yp.qqqtv.top/1/api.php?id=%E7%BD%97%E6%B1%9F%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
什邡新闻频道,http://yp.qqqtv.top/1/api.php?id=%E4%BB%80%E9%82%A1%E6%96%B0%E9%97%BB%E9%A2%91%E9%81%93&auth=666858
中江新闻综合,http://yp.qqqtv.top/1/api.php?id=%E4%B8%AD%E6%B1%9F%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
阆中综合频道,http://yp.qqqtv.top/1/api.php?id=%E9%98%86%E4%B8%AD%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
南部新闻综合,http://yp.qqqtv.top/1/api.php?id=%E5%8D%97%E9%83%A8%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
蓬安新闻综合,http://yp.qqqtv.top/1/api.php?id=%E8%93%AC%E5%AE%89%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
顺庆综合频道,http://yp.qqqtv.top/1/api.php?id=%E9%A1%BA%E5%BA%86%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
西充新闻综合,http://yp.qqqtv.top/1/api.php?id=%E8%A5%BF%E5%85%85%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
仪陇综合频道,http://yp.qqqtv.top/1/api.php?id=%E4%BB%AA%E9%99%87%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
营山电视台,http://yp.qqqtv.top/1/api.php?id=%E8%90%A5%E5%B1%B1%E7%94%B5%E8%A7%86%E5%8F%B0&auth=666858
盐边综合频道,http://yp.qqqtv.top/1/api.php?id=%E7%9B%90%E8%BE%B9%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
黑水新闻综合,http://yp.qqqtv.top/1/api.php?id=%E9%BB%91%E6%B0%B4%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
金川新闻综合,http://yp.qqqtv.top/1/api.php?id=%E9%87%91%E5%B7%9D%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
金川乡村频道,http://yp.qqqtv.top/1/api.php?id=%E9%87%91%E5%B7%9D%E4%B9%A1%E6%9D%91%E9%A2%91%E9%81%93&auth=666858
茂县综合频道,http://yp.qqqtv.top/1/api.php?id=%E8%8C%82%E5%8E%BF%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
壤塘综合频道,http://yp.qqqtv.top/1/api.php?id=%E5%A3%A4%E5%A1%98%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
松潘新闻综合,http://yp.qqqtv.top/1/api.php?id=%E6%9D%BE%E6%BD%98%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
汶川新闻综合,http://yp.qqqtv.top/1/api.php?id=%E6%B1%B6%E5%B7%9D%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
小金综合频道,http://yp.qqqtv.top/1/api.php?id=%E5%B0%8F%E9%87%91%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
九寨沟新闻综合,http://yp.qqqtv.top/1/api.php?id=%E4%B9%9D%E5%AF%A8%E6%B2%9F%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
马尔康综合频道,http://yp.qqqtv.top/1/api.php?id=%E9%A9%AC%E5%B0%94%E5%BA%B7%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
若尔盖综合,http://yp.qqqtv.top/1/api.php?id=%E8%8B%A5%E5%B0%94%E7%9B%96%E7%BB%BC%E5%90%88&auth=666858
富顺综合频道,http://yp.qqqtv.top/1/api.php?id=%E5%AF%8C%E9%A1%BA%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
荣县综合频道,http://yp.qqqtv.top/1/api.php?id=%E8%8D%A3%E5%8E%BF%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
朝天新闻综合,http://yp.qqqtv.top/1/api.php?id=%E6%9C%9D%E5%A4%A9%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
剑阁新闻综合,http://yp.qqqtv.top/1/api.php?id=%E5%89%91%E9%98%81%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&auth=666858
利州综合频道,http://yp.qqqtv.top/1/api.php?id=%E5%88%A9%E5%B7%9E%E7%BB%BC%E5%90%88%E9%A2%91%E9%81%93&auth=666858
